"state","county","district","precinct","party","votes","candidate","office","dataverse","mode","writein","jurisdiction","state_po","state_fips","state_cen","state_ic","stage","year","special"
"New Hampshire","Hillsborough","12","Nashua Ward 1","republican",2003,"Kevin Avard","State Senate","state","total","FALSE","Nashua","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Hillsborough","12","Nashua Ward 2","democrat",2014,"Melanie Levesque","State Senate","state","total","FALSE","Nashua","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Hillsborough","12","Nashua Ward 2","republican",1476,"Kevin Avard","State Senate","state","total","FALSE","Nashua","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Hillsborough","13","Nashua Ward 3","republican",1295,"David Schoneman","State Senate","state","total","FALSE","Nashua","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Hillsborough","13","Nashua Ward 3","democrat",2075,"Cindy Rosenwald","State Senate","state","total","FALSE","Nashua","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Hillsborough","13","Nashua Ward 4","republican",689,"David Schoneman","State Senate","state","total","FALSE","Nashua","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Hillsborough","13","Nashua Ward 4","democrat",1361,"Cindy Rosenwald","State Senate","state","total","FALSE","Nashua","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Hillsborough","12","Nashua Ward 5","democrat",2286,"Melanie Levesque","State Senate","state","total","FALSE","Nashua","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Hillsborough","12","Nashua Ward 5","republican",1923,"Kevin Avard","State Senate","state","total","FALSE","Nashua","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Hillsborough","13","Nashua Ward 6","democrat",1715,"Cindy Rosenwald","State Senate","state","total","FALSE","Nashua","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Hillsborough","13","Nashua Ward 6","republican",1113,"David Schoneman","State Senate","state","total","FALSE","Nashua","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Hillsborough","13","Nashua Ward 7","republican",1162,"David Schoneman","State Senate","state","total","FALSE","Nashua","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Hillsborough","13","Nashua Ward 7","democrat",1625,"Cindy Rosenwald","State Senate","state","total","FALSE","Nashua","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Hillsborough","13","Nashua Ward 8","democrat",2278,"Cindy Rosenwald","State Senate","state","total","FALSE","Nashua","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Hillsborough","13","Nashua Ward 8","republican",1417,"David Schoneman","State Senate","state","total","FALSE","Nashua","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Hillsborough","13","Nashua Ward 9","republican",1583,"David Schoneman","State Senate","state","total","FALSE","Nashua","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Hillsborough","13","Nashua Ward 9","democrat",2253,"Cindy Rosenwald","State Senate","state","total","FALSE","Nashua","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","10","Nelson","democrat",248,"Jay Kahn","State Senate","state","total","FALSE","Nelson","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","10","Nelson","republican",101,"Dan LeClair","State Senate","state","total","FALSE","Nelson","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","10","Nelson","libertarian",6,"Ian Freeman","State Senate","state","total","FALSE","Nelson","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Hillsborough","9","New Boston","democrat",1275,"Jeanne Dietsch","State Senate","state","total","FALSE","New Boston","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Hillsborough","9","New Boston","republican",1528,"Dan Hynes","State Senate","state","total","FALSE","New Boston","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","24","New Castle","republican",311,"Dan Innis","State Senate","state","total","FALSE","New Castle","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","24","New Castle","democrat",431,"Tom Sherman","State Senate","state","total","FALSE","New Castle","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Strafford","6","New Durham","republican",765,"James P. Gray","State Senate","state","total","FALSE","New Durham","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Strafford","6","New Durham","democrat",532,"Anne c. Grassie","State Senate","state","total","FALSE","New Durham","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Belknap","2","New Hampton","democrat",497,"Bill Bolton","State Senate","state","total","FALSE","New Hampton","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Belknap","2","New Hampton","republican",624,"Bob Giuda","State Senate","state","total","FALSE","New Hampton","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Hillsborough","12","New Ipswich","democrat",652,"Melanie Levesque","State Senate","state","total","FALSE","New Ipswich","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Hillsborough","12","New Ipswich","republican",1496,"Kevin Avard","State Senate","state","total","FALSE","New Ipswich","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Merrimack","8","New London","republican",1018,"Ruth Ward","State Senate","state","total","FALSE","New London","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Merrimack","8","New London","democrat",1522,"Jenn Alford Teaster","State Senate","state","total","FALSE","New London","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Merrimack","8","Newbury","republican",609,"Ruth Ward","State Senate","state","total","FALSE","Newbury","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Merrimack","8","Newbury","democrat",564,"Jenn Alford Teaster","State Senate","state","total","FALSE","Newbury","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","21","Newfields","republican",430,"Peter Macdonald","State Senate","state","total","FALSE","Newfields","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","21","Newfields","democrat",564,"Martha Fuller Clark","State Senate","state","total","FALSE","Newfields","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","21","Newington","republican",271,"Peter Macdonald","State Senate","state","total","FALSE","Newington","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","21","Newington","democrat",239,"Martha Fuller Clark","State Senate","state","total","FALSE","Newington","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","21","Newmarket","republican",1426,"Peter Macdonald","State Senate","state","total","FALSE","Newmarket","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","21","Newmarket","democrat",2940,"Martha Fuller Clark","State Senate","state","total","FALSE","Newmarket","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Sullivan","8","Newport","republican",1161,"Ruth Ward","State Senate","state","total","FALSE","Newport","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Sullivan","8","Newport","democrat",864,"Jenn Alford Teaster","State Senate","state","total","FALSE","Newport","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","24","Newton","democrat",869,"Tom Sherman","State Senate","state","total","FALSE","Newton","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","24","Newton","republican",1098,"Dan Innis","State Senate","state","total","FALSE","Newton","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","24","North Hampton","democrat",1424,"Tom Sherman","State Senate","state","total","FALSE","North Hampton","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","24","North Hampton","republican",1172,"Dan Innis","State Senate","state","total","FALSE","North Hampton","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Merrimack","7","Northfield","republican",930,"Harold F. French","State Senate","state","total","FALSE","Northfield","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Merrimack","7","Northfield","democrat",735,"Mason Donovan","State Senate","state","total","FALSE","Northfield","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Coos","1","Northumberland","republican",369,"David J. Starr","State Senate","state","total","FALSE","Northumberland","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Coos","1","Northumberland","democrat",280,"Jeff Woodburn","State Senate","state","total","FALSE","Northumberland","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","17","Northwood","republican",1058,"John Reagan","State Senate","state","total","FALSE","Northwood","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","17","Northwood","democrat",923,"Christopher Roundy","State Senate","state","total","FALSE","Northwood","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","17","Nottingham","republican",1227,"John Reagan","State Senate","state","total","FALSE","Nottingham","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","17","Nottingham","democrat",1185,"Christopher Roundy","State Senate","state","total","FALSE","Nottingham","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Grafton","2","Orange","democrat",73,"Bill Bolton","State Senate","state","total","FALSE","Orange","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Grafton","2","Orange","republican",68,"Bob Giuda","State Senate","state","total","FALSE","Orange","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Grafton","2","Orford","republican",251,"Bob Giuda","State Senate","state","total","FALSE","Orford","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Grafton","2","Orford","democrat",344,"Bill Bolton","State Senate","state","total","FALSE","Orford","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","3","Ossipee","democrat",516,"Christopher T. Meier","State Senate","state","total","FALSE","Ossipee","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","3","Ossipee","libertarian",23,"Tania M. Butler","State Senate","state","total","FALSE","Ossipee","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","3","Ossipee","republican",1070,"Jeb Bradley","State Senate","state","total","FALSE","Ossipee","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Hillsborough","22","Pelham","democrat",2024,"Richard J. O. Shaughnessy","State Senate","state","total","FALSE","Pelham","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Hillsborough","22","Pelham","libertarian",120,"Mitch Dyer","State Senate","state","total","FALSE","Pelham","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Hillsborough","22","Pelham","republican",3277,"Chuck Morse","State Senate","state","total","FALSE","Pelham","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Merrimack","17","Pembroke","democrat",1444,"Christopher Roundy","State Senate","state","total","FALSE","Pembroke","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Merrimack","17","Pembroke","republican",1412,"John Reagan","State Senate","state","total","FALSE","Pembroke","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Hillsborough","9","Peterborough","democrat",2319,"Jeanne Dietsch","State Senate","state","total","FALSE","Peterborough","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Hillsborough","9","Peterborough","republican",1021,"Dan Hynes","State Senate","state","total","FALSE","Peterborough","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Grafton","2","Piermont","democrat",165,"Bill Bolton","State Senate","state","total","FALSE","Piermont","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Grafton","2","Piermont","republican",166,"Bob Giuda","State Senate","state","total","FALSE","Piermont","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Coos","1","Pinkhams Grant","republican",0,"David J. Starr","State Senate","state","total","FALSE","Pinkhams Grant","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Coos","1","Pinkhams Grant","democrat",1,"Jeff Woodburn","State Senate","state","total","FALSE","Pinkhams Grant","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Coos","1","Pittsburg","republican",278,"David J. Starr","State Senate","state","total","FALSE","Pittsburg","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Coos","1","Pittsburg","democrat",85,"Jeff Woodburn","State Senate","state","total","FALSE","Pittsburg","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Merrimack","17","Pittsfield","democrat",552,"Christopher Roundy","State Senate","state","total","FALSE","Pittsfield","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Merrimack","17","Pittsfield","republican",810,"John Reagan","State Senate","state","total","FALSE","Pittsfield","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Sullivan","5","Plainfield","republican",387,"Patrick Lozito","State Senate","state","total","FALSE","Plainfield","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Sullivan","5","Plainfield","democrat",856,"Martha Hennessey","State Senate","state","total","FALSE","Plainfield","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","22","Plaistow","republican",1745,"Chuck Morse","State Senate","state","total","FALSE","Plaistow","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","22","Plaistow","democrat",1215,"Richard J. O. Shaughnessy","State Senate","state","total","FALSE","Plaistow","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","22","Plaistow","libertarian",65,"Mitch Dyer","State Senate","state","total","FALSE","Plaistow","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Grafton","2","Plymouth","democrat",1752,"Bill Bolton","State Senate","state","total","FALSE","Plymouth","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Grafton","2","Plymouth","republican",761,"Bob Giuda","State Senate","state","total","FALSE","Plymouth","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","21","Portsmouth Ward 1","republican",645,"Peter Macdonald","State Senate","state","total","FALSE","Portsmouth","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","21","Portsmouth Ward 1","democrat",1613,"Martha Fuller Clark","State Senate","state","total","FALSE","Portsmouth","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","21","Portsmouth Ward 2","republican",551,"Peter Macdonald","State Senate","state","total","FALSE","Portsmouth","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","21","Portsmouth Ward 2","democrat",2096,"Martha Fuller Clark","State Senate","state","total","FALSE","Portsmouth","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","21","Portsmouth Ward 3","republican",635,"Peter Macdonald","State Senate","state","total","FALSE","Portsmouth","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","21","Portsmouth Ward 3","democrat",1404,"Martha Fuller Clark","State Senate","state","total","FALSE","Portsmouth","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","21","Portsmouth Ward 4","republican",635,"Peter Macdonald","State Senate","state","total","FALSE","Portsmouth","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","21","Portsmouth Ward 4","democrat",1283,"Martha Fuller Clark","State Senate","state","total","FALSE","Portsmouth","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","21","Portsmouth Ward 5","democrat",1664,"Martha Fuller Clark","State Senate","state","total","FALSE","Portsmouth","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","21","Portsmouth Ward 5","republican",506,"Peter Macdonald","State Senate","state","total","FALSE","Portsmouth","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Coos","1","Randolph","republican",66,"David J. Starr","State Senate","state","total","FALSE","Randolph","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Coos","1","Randolph","democrat",118,"Jeff Woodburn","State Senate","state","total","FALSE","Randolph","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","17","Raymond","republican",2220,"John Reagan","State Senate","state","total","FALSE","Raymond","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","17","Raymond","democrat",1559,"Christopher Roundy","State Senate","state","total","FALSE","Raymond","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","9","Richmond","republican",294,"Dan Hynes","State Senate","state","total","FALSE","Richmond","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","9","Richmond","democrat",217,"Jeanne Dietsch","State Senate","state","total","FALSE","Richmond","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","12","Rindge","democrat",1002,"Melanie Levesque","State Senate","state","total","FALSE","Rindge","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","12","Rindge","republican",1514,"Kevin Avard","State Senate","state","total","FALSE","Rindge","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Strafford","6","Rochester Ward 1","republican",1034,"James P. Gray","State Senate","state","total","FALSE","Rochester","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Strafford","6","Rochester Ward 1","democrat",1055,"Anne c. Grassie","State Senate","state","total","FALSE","Rochester","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Strafford","6","Rochester Ward 2","republican",1098,"James P. Gray","State Senate","state","total","FALSE","Rochester","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Strafford","6","Rochester Ward 2","democrat",986,"Anne c. Grassie","State Senate","state","total","FALSE","Rochester","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Strafford","6","Rochester Ward 3","democrat",931,"Anne c. Grassie","State Senate","state","total","FALSE","Rochester","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Strafford","6","Rochester Ward 3","republican",971,"James P. Gray","State Senate","state","total","FALSE","Rochester","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Strafford","6","Rochester Ward 4","democrat",939,"Anne c. Grassie","State Senate","state","total","FALSE","Rochester","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Strafford","6","Rochester Ward 4","republican",856,"James P. Gray","State Senate","state","total","FALSE","Rochester","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Strafford","6","Rochester Ward 5","democrat",924,"Anne c. Grassie","State Senate","state","total","FALSE","Rochester","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Strafford","6","Rochester Ward 5","republican",1003,"James P. Gray","State Senate","state","total","FALSE","Rochester","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Strafford","6","Rochester Ward 6","republican",744,"James P. Gray","State Senate","state","total","FALSE","Rochester","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Strafford","6","Rochester Ward 6","democrat",832,"Anne c. Grassie","State Senate","state","total","FALSE","Rochester","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Strafford","4","Rollinsford","democrat",776,"David H. Watters","State Senate","state","total","FALSE","Rollinsford","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","10","Roxbury","democrat",76,"Jay Kahn","State Senate","state","total","FALSE","Roxbury","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","10","Roxbury","republican",34,"Dan LeClair","State Senate","state","total","FALSE","Roxbury","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","10","Roxbury","libertarian",3,"Ian Freeman","State Senate","state","total","FALSE","Roxbury","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Grafton","2","Rumney","republican",416,"Bob Giuda","State Senate","state","total","FALSE","Rumney","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Grafton","2","Rumney","democrat",303,"Bill Bolton","State Senate","state","total","FALSE","Rumney","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","24","Rye","republican",1392,"Dan Innis","State Senate","state","total","FALSE","Rye","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","24","Rye","democrat",2128,"Tom Sherman","State Senate","state","total","FALSE","Rye","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","22","Salem","republican",6376,"Chuck Morse","State Senate","state","total","FALSE","Salem","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","22","Salem","democrat",4672,"Richard J. O. Shaughnessy","State Senate","state","total","FALSE","Salem","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","22","Salem","libertarian",190,"Mitch Dyer","State Senate","state","total","FALSE","Salem","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Merrimack","7","Salisbury","democrat",270,"Mason Donovan","State Senate","state","total","FALSE","Salisbury","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Merrimack","7","Salisbury","republican",369,"Harold F. French","State Senate","state","total","FALSE","Salisbury","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Belknap","2","Sanbornton","republican",822,"Bob Giuda","State Senate","state","total","FALSE","Sanbornton","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Belknap","2","Sanbornton","democrat",670,"Bill Bolton","State Senate","state","total","FALSE","Sanbornton","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","23","Sandown","democrat",1069,"Jon Morgan","State Senate","state","total","FALSE","Sandown","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","23","Sandown","republican",1589,"Bill Gannon","State Senate","state","total","FALSE","Sandown","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","3","Sandwich","libertarian",10,"Tania M. Butler","State Senate","state","total","FALSE","Sandwich","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","3","Sandwich","republican",387,"Jeb Bradley","State Senate","state","total","FALSE","Sandwich","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","3","Sandwich","democrat",510,"Christopher T. Meier","State Senate","state","total","FALSE","Sandwich","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","24","Seabrook","republican",1750,"Dan Innis","State Senate","state","total","FALSE","Seabrook","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","24","Seabrook","democrat",1294,"Tom Sherman","State Senate","state","total","FALSE","Seabrook","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Hillsborough","9","Sharon","democrat",133,"Jeanne Dietsch","State Senate","state","total","FALSE","Sharon","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Hillsborough","9","Sharon","republican",88,"Dan Hynes","State Senate","state","total","FALSE","Sharon","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Coos","1","Shelburne","republican",109,"David J. Starr","State Senate","state","total","FALSE","Shelburne","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Coos","1","Shelburne","democrat",84,"Jeff Woodburn","State Senate","state","total","FALSE","Shelburne","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Strafford","4","Somersworth Ward 1","democrat",616,"David H. Watters","State Senate","state","total","FALSE","Somersworth","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Strafford","4","Somersworth Ward 2","democrat",495,"David H. Watters","State Senate","state","total","FALSE","Somersworth","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Strafford","4","Somersworth Ward 3","democrat",428,"David H. Watters","State Senate","state","total","FALSE","Somersworth","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Strafford","4","Somersworth Ward 4","democrat",513,"David H. Watters","State Senate","state","total","FALSE","Somersworth","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Strafford","4","Somersworth Ward 5","democrat",362,"David H. Watters","State Senate","state","total","FALSE","Somersworth","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","24","South Hampton","republican",236,"Dan Innis","State Senate","state","total","FALSE","South Hampton","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","24","South Hampton","democrat",226,"Tom Sherman","State Senate","state","total","FALSE","South Hampton","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Sullivan","8","Springfield","democrat",296,"Jenn Alford Teaster","State Senate","state","total","FALSE","Springfield","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Sullivan","8","Springfield","republican",364,"Ruth Ward","State Senate","state","total","FALSE","Springfield","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Coos","1","Stark","democrat",83,"Jeff Woodburn","State Senate","state","total","FALSE","Stark","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Coos","1","Stark","republican",132,"David J. Starr","State Senate","state","total","FALSE","Stark","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Coos","1","Stewartstown","republican",163,"David J. Starr","State Senate","state","total","FALSE","Stewartstown","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Coos","1","Stewartstown","democrat",77,"Jeff Woodburn","State Senate","state","total","FALSE","Stewartstown","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","8","Stoddard","republican",270,"Ruth Ward","State Senate","state","total","FALSE","Stoddard","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","8","Stoddard","democrat",324,"Jenn Alford Teaster","State Senate","state","total","FALSE","Stoddard","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Strafford","17","Strafford","republican",1069,"John Reagan","State Senate","state","total","FALSE","Strafford","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Strafford","17","Strafford","democrat",941,"Christopher Roundy","State Senate","state","total","FALSE","Strafford","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Coos","1","Stratford","republican",79,"David J. Starr","State Senate","state","total","FALSE","Stratford","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Coos","1","Stratford","democrat",108,"Jeff Woodburn","State Senate","state","total","FALSE","Stratford","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","24","Stratham","democrat",2346,"Tom Sherman","State Senate","state","total","FALSE","Stratham","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Rockingham","24","Stratham","republican",1850,"Dan Innis","State Senate","state","total","FALSE","Stratham","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Grafton","1","Sugar Hill","republican",166,"David J. Starr","State Senate","state","total","FALSE","Sugar Hill","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Grafton","1","Sugar Hill","democrat",168,"Jeff Woodburn","State Senate","state","total","FALSE","Sugar Hill","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","10","Sullivan","republican",123,"Dan LeClair","State Senate","state","total","FALSE","Sullivan","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","10","Sullivan","libertarian",14,"Ian Freeman","State Senate","state","total","FALSE","Sullivan","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","10","Sullivan","democrat",177,"Jay Kahn","State Senate","state","total","FALSE","Sullivan","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Sullivan","8","Sunapee","republican",972,"Ruth Ward","State Senate","state","total","FALSE","Sunapee","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Sullivan","8","Sunapee","democrat",808,"Jenn Alford Teaster","State Senate","state","total","FALSE","Sunapee","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","10","Surry","libertarian",5,"Ian Freeman","State Senate","state","total","FALSE","Surry","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","10","Surry","democrat",224,"Jay Kahn","State Senate","state","total","FALSE","Surry","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","10","Surry","republican",160,"Dan LeClair","State Senate","state","total","FALSE","Surry","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Merrimack","8","Sutton","democrat",565,"Jenn Alford Teaster","State Senate","state","total","FALSE","Sutton","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Merrimack","8","Sutton","republican",443,"Ruth Ward","State Senate","state","total","FALSE","Sutton","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","10","Swanzey","democrat",1564,"Jay Kahn","State Senate","state","total","FALSE","Swanzey","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","10","Swanzey","libertarian",58,"Ian Freeman","State Senate","state","total","FALSE","Swanzey","NH",33,12,4,"gen","2018","FALSE"
